id,is_changed,max_worse,util,num_worse,num_better,num_unchanged,rank_better,rank_worse,rank_unchanged,rank_better_match_better,rank_better_match_unchanged,rank_better_match_worse,rank_unchanged_match_better,rank_unchanged_match_unchanged,rank_unchanged_match_worse,rank_worse_match_better,rank_worse_match_unchanged,rank_worse_match_worse
0,True,-1,0,1,1,6,4,4,0,1,3,0,0,0,0,0,3,1
1,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
2,True,-2,-1,1,1,6,3,4,1,0,3,0,1,0,0,0,3,1
3,False,0,0,0,0,8,4,3,1,0,4,0,0,1,0,0,3,0
4,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
5,True,-3,-3,3,1,4,4,4,0,1,2,1,0,0,0,0,2,2
6,False,0,0,0,0,8,3,2,3,0,3,0,0,3,0,0,2,0
7,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
8,True,-4,-4,2,1,5,3,4,1,1,2,0,0,1,0,0,2,2
9,True,-1,0,1,1,6,4,3,1,1,3,0,0,1,0,0,2,1
10,True,-3,1,1,3,4,4,3,1,2,2,0,0,1,0,1,1,1
11,False,0,0,0,0,8,1,1,6,0,1,0,0,6,0,0,1,0
12,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
13,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
14,True,-2,0,2,3,3,3,4,1,3,0,0,0,0,1,0,3,1
15,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
16,True,-2,-2,2,1,5,4,3,1,0,4,0,0,0,1,1,1,1
17,True,-3,-1,2,2,4,2,5,1,1,1,0,1,0,0,0,3,2
18,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
19,True,-5,-11,4,1,3,4,3,1,1,1,2,0,1,0,0,1,2
20,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
21,True,-1,0,3,1,4,4,3,1,1,3,0,0,1,0,0,0,3
22,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
23,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
24,False,0,0,0,0,8,2,5,1,0,2,0,0,1,0,0,5,0
25,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
26,True,-2,4,2,3,3,3,3,2,2,1,0,1,0,1,0,2,1
27,True,-1,4,1,1,6,4,3,1,1,3,0,0,1,0,0,2,1
28,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
29,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
30,False,0,0,0,0,8,2,4,2,0,2,0,0,2,0,0,4,0
31,True,-4,-11,5,1,2,3,5,0,1,1,1,0,0,0,0,1,4
32,True,-2,9,3,3,2,5,3,0,3,1,1,0,0,0,0,1,2
33,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
34,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
35,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
36,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
37,True,-4,-1,1,1,6,5,3,0,1,3,1,0,0,0,0,3,0
38,True,-2,-2,2,1,5,4,3,1,1,2,1,0,1,0,0,2,1
39,False,0,0,0,0,8,2,3,3,0,2,0,0,3,0,0,3,0
40,True,-2,-3,2,0,6,3,4,1,0,2,1,0,1,0,0,3,1
41,True,-2,3,1,1,6,4,3,1,0,4,0,1,0,0,0,2,1
42,False,0,0,0,0,8,2,4,2,0,2,0,0,2,0,0,4,0
43,False,0,0,0,0,8,4,2,2,0,4,0,0,2,0,0,2,0
44,True,-2,1,1,2,5,4,3,1,1,3,0,0,1,0,1,1,1
45,False,0,0,0,0,8,2,4,2,0,2,0,0,2,0,0,4,0
46,True,-1,-3,3,0,5,4,3,1,0,3,1,0,1,0,0,1,2
47,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
48,False,0,0,0,0,8,2,2,4,0,2,0,0,4,0,0,2,0
49,True,-2,2,1,2,5,5,3,0,1,4,0,0,0,0,1,1,1
50,True,-1,-2,2,0,6,3,3,2,0,3,0,0,1,1,0,2,1
51,True,-3,-3,2,1,5,4,4,0,1,3,0,0,0,0,0,2,2
52,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
53,True,-3,-3,2,1,5,3,5,0,1,2,0,0,0,0,0,3,2
54,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
55,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
56,True,-5,2,1,2,5,4,4,0,1,3,0,0,0,0,1,2,1
57,False,0,0,0,0,8,2,5,1,0,2,0,0,1,0,0,5,0
58,True,0,3,0,2,6,3,4,1,2,1,0,0,1,0,0,4,0
59,True,-6,0,1,2,5,4,3,1,1,3,0,0,1,0,1,1,1
60,True,-1,1,2,2,4,2,5,1,1,1,0,0,1,0,1,2,2
61,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
62,True,-3,-1,2,2,4,3,5,0,1,2,0,0,0,0,1,2,2
63,True,-1,8,1,3,4,4,4,0,2,1,1,0,0,0,1,3,0
64,False,0,0,0,0,8,5,2,1,0,5,0,0,1,0,0,2,0
65,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
66,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
67,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
68,True,-2,6,1,3,4,4,4,0,3,1,0,0,0,0,0,3,1
69,False,0,0,0,0,8,3,4,1,0,3,0,0,1,0,0,4,0
70,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
71,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
72,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
73,False,0,0,0,0,8,5,2,1,0,5,0,0,1,0,0,2,0
74,True,-3,0,1,2,5,5,3,0,2,3,0,0,0,0,0,2,1
75,True,-1,1,1,1,6,3,3,2,0,3,0,1,1,0,0,2,1
76,True,0,6,0,2,6,2,4,2,1,1,0,0,2,0,1,3,0
77,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
78,False,0,0,0,0,8,4,3,1,0,4,0,0,1,0,0,3,0
79,True,-2,-1,1,1,6,3,5,0,1,2,0,0,0,0,0,4,1
80,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
81,False,0,0,0,0,8,4,3,1,0,4,0,0,1,0,0,3,0
82,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
83,True,-1,0,1,1,6,3,3,2,1,2,0,0,1,1,0,3,0
84,True,-3,0,1,2,5,3,3,2,2,1,0,0,2,0,0,2,1
85,False,0,0,0,0,8,5,3,0,0,5,0,0,0,0,0,3,0
86,False,0,0,0,0,8,2,4,2,0,2,0,0,2,0,0,4,0
87,True,-2,-3,3,1,4,4,4,0,1,2,1,0,0,0,0,2,2
88,True,0,6,0,2,6,3,4,1,1,2,0,1,0,0,0,4,0
89,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
90,True,-2,3,1,3,4,5,3,0,3,2,0,0,0,0,0,2,1
91,True,-6,-13,4,1,3,3,3,2,1,1,1,0,1,1,0,1,2
92,True,-1,-1,2,1,5,4,3,1,1,3,0,0,0,1,0,2,1
93,True,-4,-6,3,0,5,4,4,0,0,2,2,0,0,0,0,3,1
94,False,0,0,0,0,8,4,3,1,0,4,0,0,1,0,0,3,0
95,True,-6,-9,3,0,5,3,3,2,0,3,0,0,1,1,0,1,2
96,True,-1,1,1,1,6,2,4,2,1,1,0,0,2,0,0,3,1
97,True,-2,-2,2,1,5,5,3,0,1,3,1,0,0,0,0,2,1
98,True,-6,-4,1,1,6,5,3,0,1,4,0,0,0,0,0,2,1
99,False,0,0,0,0,8,4,3,1,0,4,0,0,1,0,0,3,0
100,True,-2,1,1,1,6,3,4,1,1,1,1,0,1,0,0,4,0
101,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
102,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
103,True,-1,1,1,1,6,4,4,0,0,4,0,0,0,0,1,2,1
104,True,-2,-4,3,0,5,4,3,1,0,3,1,0,0,1,0,2,1
105,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
106,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
107,True,-1,2,1,1,6,3,4,1,1,2,0,0,0,1,0,4,0
108,True,-3,-3,2,1,5,4,3,1,1,2,1,0,1,0,0,2,1
109,True,-3,2,1,2,5,3,5,0,1,2,0,0,0,0,1,3,1
110,True,-1,-2,2,0,6,3,4,1,0,2,1,0,1,0,0,3,1
111,True,-2,0,1,1,6,3,4,1,0,3,0,0,1,0,1,2,1
112,False,0,0,0,0,8,6,1,1,0,6,0,0,1,0,0,1,0
113,True,-5,-4,2,1,5,3,4,1,1,2,0,0,0,1,0,3,1
114,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
115,False,0,0,0,0,8,2,4,2,0,2,0,0,2,0,0,4,0
116,True,-1,1,1,2,5,3,3,2,1,2,0,0,2,0,1,1,1
117,False,0,0,0,0,8,4,4,0,0,4,0,0,0,0,0,4,0
118,True,-5,0,2,1,5,4,4,0,1,3,0,0,0,0,0,2,2
119,False,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,5,0
120,True,-3,-1,1,1,6,3,5,0,1,2,0,0,0,0,0,4,1
121,True,-3,-1,2,3,3,5,3,0,3,2,0,0,0,0,0,1,2
122,False,0,0,0,0,8,3,3,2,0,3,0,0,2,0,0,3,0
