id,is_changed,max_worse,util,num_worse,num_better,num_unchanged,rank_better,rank_worse,rank_unchanged,rank_better_match_better,rank_better_match_unchanged,rank_better_match_worse,rank_unchanged_match_better,rank_unchanged_match_unchanged,rank_unchanged_match_worse,rank_worse_match_better,rank_worse_match_unchanged,rank_worse_match_worse
0,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
1,True,-1,-2,3,1,2,2,3,1,1,0,1,0,0,1,0,2,1
2,True,-5,-4,2,1,3,2,2,2,1,1,0,0,1,1,0,1,1
3,False,0,0,0,0,6,2,3,1,0,2,0,0,1,0,0,3,0
4,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
5,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
6,True,-2,1,1,1,4,3,2,1,1,2,0,0,1,0,0,1,1
7,False,0,0,0,0,6,1,2,3,0,1,0,0,3,0,0,2,0
8,True,-2,7,1,3,2,1,2,3,1,0,0,2,0,1,0,2,0
9,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
10,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
11,True,-4,-2,2,1,3,3,2,1,1,2,0,0,0,1,0,1,1
12,False,0,0,0,0,6,2,1,3,0,2,0,0,3,0,0,1,0
13,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
14,True,-1,2,1,2,3,4,2,0,2,2,0,0,0,0,0,1,1
15,False,0,0,0,0,6,4,1,1,0,4,0,0,1,0,0,1,0
16,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
17,True,-1,1,1,1,4,3,3,0,1,2,0,0,0,0,0,2,1
18,True,-2,0,1,1,4,2,3,1,1,1,0,0,1,0,0,2,1
19,True,-3,-5,3,1,2,1,2,3,1,0,0,0,1,2,0,1,1
20,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
21,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
22,True,-2,4,1,2,3,2,3,1,1,1,0,0,1,0,1,1,1
23,True,-2,-4,3,0,3,2,2,2,0,0,2,0,2,0,0,1,1
24,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
25,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
26,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
27,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
28,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
29,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0
30,False,0,0,0,0,6,2,3,1,0,2,0,0,1,0,0,3,0
31,False,0,0,0,0,6,2,4,0,0,2,0,0,0,0,0,4,0
32,True,0,3,0,3,3,2,2,2,1,1,0,1,1,0,1,1,0
33,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0
